Message,Target
Excellent Phone .,1
not purchase phone .,0
voice recognition handset excellent .,1
hand good phone .,1
"work great , cat attack phone scratch protective strip instead destroy screen .",1
work price right .,1
customer service terrible .,0
battery life not long Motorola Razor v3i .,0
send .,0
know wise decision .,1
ve invent soon .,1
good price .,1
work try . device certainly engineer clever way construction feel good .,1
receive quickly work great ! !,1
work great .,1
"people complain , find headset microphone weak .",0
5 - year old Nokia 2160 Tracfone hold charge lot well .,0
not care consumer bit .,0
"good battery , get fast .",1
instruction manual lack .,0
slim fit alarm clock docking station remove case .,1
phone hold charge like new .,1
battery unreliable service use antena .,0
uncomfortable sound quality poor compare phone ( Razr ) previous wire headset ( plug LG ) .,0
get lot compliment .,1
definitely state not allow cell phone usage drive .,1
want money .,0
love device .,1
happy price .,1
order product unhappy immediately .,0
Ngage lack earbud .,0
able voice dialing car no problem .,1
"2 - 3 bar cell phone home , but not not hear .",0
"good item , low price .",1
"- riingtone not good , game .",0
plug not work .,0
AMAZON SUCKS .,0
rip off---- charge shipping .,0
comfortable .,1
battery work replacement original come phone 2 year ago .,1
reception excellent !,1
"fit comfortably ear , sound clear loud , charge last couple day .",1
"clear , quality sound mess sound iPod sound button headset .",1
1 . long last battery ( recharge frequentyly flip phones)2 .,0
obviously problem adhesive .,0
disappointing .,0
"inexpensive piece , but expect well quality .",0
practically useless not add kind boost reception buy .,0
excellent sound quality .,1
not happy .,0
piece junk break phone 2 day ! ! !,0
New Battery work great phone .,1
bad customer service .,0
"drop phone time , concrete phone great ( knock wood ! ) .",1
reception terrible static .,0
good audio quality .,1
little device transform organizational capability life lot easy .,1
"sit vehicle , cradle belt , headset lose signal .",0
jerks phone .,0
work like charm .. work advertised .,1
"comfortable , Nice Range , Good Battery Life .",1
network coverage Los Angeles horrible .,0
excellent starter wireless headset .,0
"loudspeaker option great , bumper light ... appealing .",0
only thing think improve sound leak headset .,0
"reception suck , never 2 bar , .",0
phone get EXTREMELY HOT !,0
"microphone work , but ( accord people call ) applifie .",1
nice design quality .,1
", phone drop , case not go save , specially dropped face .",0
"light , easy use , clear reception transmission .",1
"bad fit , way big .",0
definitely not good S11 .,1
awesome device .,1
waste money .,0
"order motorola datum cable , get finished work product .",1
love phone .,1
look headset long time get happy .,1
"drivng , headset start ring no reason .",0
display excellent camera good year .,1
battery life great !,1
bad phone .... only month .,0
not good item .. work start have problem auto reverse tape player .,0
embarassing ear hurt try push ear plug ear .,0
protect phone side .,1
average phone bad battery life operate weak network .,0
"Clear Skype Calls , Long Battery Life , Long Range .",1
soyo technology suck .,0
Great Hands Free Device .,1
"self portrait outside ( exterior ) display , cool .",1
problem mention .,0
try handsfree gadget finally work .,1
magical help .,1
bad piece crap Verizon customer service .,0
poor sound quality .,0
good phone market :) .,1
work .,1
company ship product promptly work .,1
exactly want .,1
picture resolution far comparably - price phone offer today .,0
great deal .,1
"excellent product , satisfied purchase .",1
highly recommend encourage people try .,1
well expect .,1
"earpiece , leave right , thing not stay ear .",0
great product price .,1
"sound good reasonably price effective , simple !",1
wait ...... sure item work .. recieve !,0
disappointment,0
prompt service .,1
excellent product price .,1
pleased headset .,1
waste money time .,0
especially love long battery life .,1
"stupid buy new charger , car charger , cradle , headphone car kit time new phone come .",0
work great .,1
Plantronics Bluetooth Excelent Buy .,1
come Verizon cingulair nice cell phone .... thing notice bad service .,0
look new earpiece .,0
highly recommend device !,1
Jawbone Era awesome !,1
receive white colored battery go dead couple hoursTHe original week - but last long thereplacement,0
year battery go completely dead headset .,0
"phone year , but good .",1
Awesome New Look Fall 2000 ! .,1
phone cheaply .,0
"Att not clear , sound distorted yell talk .",0
plastic break easy clip .,0
price good .,1
mistake .,0
oh forgot mention weird color effect phone .,0
iriver SPINN ( case ) fit fine .,1
area unit broke).- not fond magnetic strap .,0
"overall , psyche phone appointment contact get great reception .",1
"thing phone work perfectly , like .",1
"note phone appearance look bland , especially black model .",0
EASY .,1
Sanyo survive dozen drop blacktop ill effect .,1
fantastic earphone .,1
find cell phone right away enter car .,1
Low Quality .,0
highly recommend modest price cellular phone .,1
but well reception clarity phone .,1
warning - stay away .,0
wish return unit money .,0
awsome device work great ! ! .,1
talk 1 - 1 1/2 hour battery literally drain die .,0
"find , bad , unit come earpad only . not recommend .",0
displeased .,0
"get defect , but not risk buy build quality .",0
case small difficult install .,0
restore phone like new performance .,1
"recommend purchase Jabra JX-10 series 2 work flawlessly Moto Q , figure .",1
"search internet , find good value .",1
not fit .,0
happy product .,1
"screen size big , key pad light , camera quality excellent camera phone .",1
bad headset .,0
"glad find product amazon hard find , high price .",1
portable work .,1
"colleague & great reception . little expensive , but performance great .",1
fully charge go bed turn blue tooth wi - fi notice only 20 % leave morning .,0
problem phone read memory card turn .,0
not good wear hat sunglass .,0
timely shipment quality product .,1
nice solid keyboard .,1
fit Surefire GX2 perfectly .,1
horrible phone .,0
BT50 battery junk ! .,0
recommend .,1
not software work computer .,0
disappointed ! .,0
poor voice clarity .,0
battery work great !,1
no buyer remorse ! .,0
disappointed AccessoryOne .,0
find inexcusable probably return phone change carrier .,0
"look great strong . """,1
"TMobile service 2 3 year , pretty happy .",1
update procedure difficult cumbersome .,0
disappointment .. hate go ear .,0
great software Motorolas .,1
delivery time .,1
easy use .,1
"uncomfortable ear , use LG VX9900 ( EnV ) .",0
volume switch rocket unit destination unknown .,0
"hold charge long time , reasonably comfortable long - wear condition quality sound tremendous .",1
like return .,0
keyboard worthwhile usefulness sturdy expect problem .,1
"Verizon bill , , difficult understand pricing plan simple .",0
"charge overnight , battery work great .",1
will regret !,1
love phone ! .,1
disappointment .,0
not user friendly .,0
unfortunately ability actually know receive important feature phone pitiful respect .,0
"exchange phone , problem .",0
result phone stick max volume mute .,0
PDA rock .,1
"super charge use small hybrid palmtop / camera / cellphone , excel role .",1
"definitely recommend Jabra BT250v look comfort , clarity great price !",1
Verizon 2 year ago like service .,1
pretty piece junk .,0
Plug wrong size .,0
work describe .,1
save money .... item 11 month .,0
Bad Purchase .,0
IM SATISFIED .,1
"bose noise cancel amazing , important NYC commuter .",1
battery excellent bargain !,1
defective crap .,0
give no star able .,0
wear glass fit fine .,1
"sound quality device unacceptable . quiet area , hear .",0
not recommend item .,0
holster arrive not match photo ad .,0
great ... no problem ! .,1
"early review note , plug charger happen .",0
frog phone charm adorable eye catch .,1
never know push hard right number time function want not .,0
sound clear people talk amazed quality .,1
get aluminum case new Palm VX work -- protect handheld perfectly far .,1
"good product , .",1
Mobile Phone Tools .,1
impressed job Motorola sturdiness phone .,1
"receive order shipping timeframe , good working order overall , excited source .",1
phone sturdy waterproof .,1
not impressed not recommend item .,0
only complaint standard sound volume little low turn 5(of 5 ),0
thank Amazon have thing need good price !,1
end slide edge pant pocket instead .,1
store buy new NOKIA phone work great .,1
work great ! .,1
UGLY .,0
"horrible , switch 3 time .",0
noise shield incrediable .,1
no real improvement .,0
Razr Battery - good buy .,1
good work Amazon ! !,1
refuse refund replace .,0
unfortunately easy accidentally activate gentle - touch button accidentally touch phone face listen .,0
basically throw money window .,0
great case price !,1
take drop 6 inch kitchen counter crack . not impressed not laugh .,0
"Bluetooth range good - day ago leave phone trunk , get , carry conversation hitch .",1
"small , sleek , impressive looking , practical setup ample storage place .",1
eargel channel sound directly ear increase sound volume clarity .,1
new one work properly .,0
glad purchase .,1
miss numerous call reason .,0
"phone defective , but people not hear use .",0
buy product .,0
"suck , stuff not work phone .",0
"no shifting , no bubbling , no peeling , not scratch , NOTHING!I happy new Droid .",1
bad software .... zero star .,0
try exercise frustration .,0
case flimsy piece plastic no protection whatsoever .,0
"Jabra Earset happy , but sound quality , especially outgoing , well .",1
"love camera , pretty good quality .",1
thank great service .,1
total package .,1
"seller understanding patient , definitely buy .",1
Wirefly 1 star . contact Cingular / AT&T ; inform practice .,0
aggravating !,0
great product price ! .,1
"purchase family friend , enjoy clarity ease use",1
Virgin Wireless rock cheap little phone !,1
"work , buy .",0
"muddy , low quality sound , casing wire insert poorly super glue slide .",0
not waste money .,0
", satisfied purchase .",1
"look good quality Motorola Headset look , .",0
Plantronincs continue use flawed charger design .,0
disapointe result .,0
cumbersome design .,0
"great new package nice work good , no problem come time expect ! ! ! !",1
Great Product .,1
piece CRAP !,0
"experience terrible ..... fourth bluetooth headset , comfortable Jabra ( hate ! ! !",0
fix problem .,1
worst .,0
happy,1
"no trouble access internet , download ringtone perform function .",1
"barely hear constantly say "" ? """,0
battery life highly unacceptable .,0
company joke .,0
description say .,1
happen force stop headset .,0
"work great car charger , especially not plug adapter time .",1
"verizon tech support walk procedure , work end have hard - set , wipe datum .",0
"Voice Quality , Signal Strength , Dropped Calls .",0
"play louder speaker size ; price low think quality lack , , not .",1
well expect .,1
"feels poorly construct , menu difficult navigate , button recess difficult push .",0
Battery hold .,1
difficult . I'd recommend avoid product .,0
"only day , easy hear .",0
get car charger not week charger break ... go plug start smoke .,0
sprint - terrible customer service .,0
link phone effort .,1
cool !,1
easy use .,1
well New .,1
"possese junk , no idea ...",0
Piece trash .,0
pretty good product .,1
great phone ! .,1
"price Amazon , excellent product , highly recommend .",1
Research Development division obviously know .,1
"real killer volume , course break .",0
phone work fine .,1
happy product .,1
poor Construction .,0
infuriate .,0
"overall , recommend phone new Walkman .",1
sprint charge service .,0
"cheap , feel look cheap .",0
fit ear comfortable .,1
work Europe Asia .,0
clip belt deffinitely feel like 50 cent - - come .,1
like design look Jabra behe ear headset 5020 pretty comfortible wear 24 hour day pain ear .,1
amazed quick arrival original lg cell phone battery fraction price .,1
bad phone samsung ... crap ..... crappy Samsung E715 .. bad seeen .,0
charger work week completely stop charge phone .,0
poor product .,0
need well instruction .,0
need hand operate screen . software interface decade old not compete new software design .,0
worked pair Treo 700w Skype headset pc ( usb Bluetooth transceiver ) .,1
"steer clear product genuine Palm replacementr pen , come - pack .",0
not buy not BUYIT suck,0
great product ..... sure beat finger ! .,1
"plus , seriously not believe worth steep price point .",0
case try normally fall apart month but long haul .,1
Dissapointing Performance .,0
mistake buy phone .,0
phone bad brand .,0
case extra originally but later discard scratch ear .,0
recommend iGo different brand cell phone / mp3 player family .,1
bother - store .,0
"post detailed comment grey black phone , but Fire Red great color !",1
not problem item order need .,1
pay guess .,0
"not only software great job , ringtone form exist cd internet connection .",1
m surprised good quality car charger not review .,1
fabulous !,1
", BT headset currently not good real time game like - person shooter audio delay mess .",0
bitpim ( free program find internet)to transfer datum phone . price cable excellent .,1
disappointing accessory good manufacturer .,0
"perform awful -- muffle , tinny incoming sound severe echo end .",0
wind - resistant .,1
"obviously terrible customer service , pay .",0
"not forever , but not overly expensive replace . easy operate sound well try .",1
"contact company tell , unit warranty , produce receipt luck .",0
Linksys way exchange bad phone refurb unit !,0
phone sturdy nokia bar phone .,1
great phone .,1
"place treo case , not only not snug , but LOT extra room side .",0
pleased .,1
Battery terrible .,0
find product easy set use .,1
earpiece large heavy ... keep fall ear .,0
Utter crap .. sound quality TERRIBLE .,0
"charger arrive promise timeframe , but not work .",0
"no ear loop need , tiny sound great .",1
"finally , time spring latch break not use long visor .",0
"handsfree work fine , but car try download address book , Treo reboot . overall , rate device high .",1
talk useless customer service .,0
"feel light "" tinny . "" .",0
not fit Palm Tungsten E2 break time try plug .,0
happy purchase- good quality low price .,1
love look feel Samsung flipphone .,1
- design sharp -- blue nice color .,1
.,1
not recommend .,0
Nice Sound .,1
"look good picture , but case huge disappointment ! !",0
jawbone go replace .,1
setup go smoothly .,1
extremely slow take forever .,0
"study interested "" bad sin "" industrial design .",0
thing happen tracking .,0
", easy access phone handy , detachable belt clip .",1
continue pair periodically keep drop .,0
upload ringtone party .,0
"Bluetooth not work , phone lock , screen flash make call randomly pocket lock .",0
truly awful .,0
"work fine Motorola 325 cellphone , lot well wear - battery .",1
volume ringer real good ( choice loud ) .,1
tone acceptable .,0
camera color balance AWFUL .,0
"product clearly not ready prime time , care cool look , tell come worthless .",0
love ringtone upbeat !,1
chinese Forgeries Abound ! .,0
easy pair Samsung Cell .,1
instruction explain microphone jack .,0
advise not purchase item never work .,0
bad pay $ $ $ month service !,0
work .,1
nokia CA-42 USB cable not work phone .,0
clear crisp sound .,1
"use small earpiece provide , but stay pretty .",1
"big complaint , battery drain superfast .",0
design ergonomic theory but not stand have ear .,0
not buy want use holster .,0
phone great picture video clip .,1
look cool .,0
"ear occupy , background not distract .",1
"comfortable fit - need headset comfortable hour time , not entire day .",1
", phone accept CBR mp3s , preferably rip Windows Media Player .",0
beat price .,1
"* come strong light use light camera shot , flash SOS signal ( seriously !",1
lightweight work .,1
beware .,0
love cable - allow connect mini - usb device pc .,1
near hear conversation .,0
cool case open allow screen scratch .,1
buy phone replacement StarTac regret .,0
appear actually outperform original battery China come V325i .,1
store but phone number SIM .,0
"last 3o minute , actually try use phone . wife phone problem .",0
poor quality .,0
"jabra ear gel "" r "" good ! .",1
not worth .,0
phone crash completely replace .,0
"quit work 18 month , purchase good headset own .",1
"unfortunately not recharge iPhone 4s , despite connect multiple power source ( iMac , external battery , wall outlet , etc ) .",0
great phone .,1
simply want small flip phone -- look extra bell & whistle mediocre .,0
"good value , work fine - power USB , car , wall outlet .",1
phone slide car grip prevent phone slip hand .,1
simply best bluetooth headset sound quality !,1
think plan one!This sure MOTO phone !,0
"span hour , people exclaim "" whoa - new phone tv ? ! ?",1
corded headset freedom wireless helpful .,1
"case pass year mark show sign wear , 100 % functional .",1
", leather nice soft ; fit tight ; cut face good shape .",1
need ask .,1
receive product 2 day break .,0
product great ... make work lot easy copi wait hold .,1
size send headset stay ear .,0
T - Mobile good customer service .,1
arrive quickly expensive sell .,1
try 2 unit fail 2 month .. pro,0
"provide good protection look classy , .",1
Krussel good .,1
"tracfonewebsite user friendly make easy toactivate , etc .",1
design good.4 .,1
great reception time .,1
highly recommend product .,1
"use unit sunglass , not good Texas !",0
dit not work time Nokia 5320 .,0
"buy mainly charger , break soon purchase .",0
"like loud buzzing override conversation , phone !",0
fantastic buy phone,1
"stay away store , careful .",0
BlueAnt Supertooth hand - free phone speaker AWESOME .,1
not fit .,0
.... Item arrive quickly work great Metro PCS Samsung SCH - r450 slider phone Sony Premium Sound ear plug .,1
"light , plenty battery capacity , confortable wear somewhat extend period time .",1
disappointing .,0
Blue Ant easy use .,1
cheap but hey work .. pleasantly suprise given low cost item .,1
camera phone dustpan indoor ... disposable .,0
day later puff smoke come phone use .,0
convenient simple use - get job & make car ride smooth .,1
nano state . son dissapointe .,0
sound quality excellent .,1
good headset .,1
not reccommend .,0
year carry high quality anti - glare screen protector find date .,1
want .,1
particular model not work Motorola Q smartphone .,0
will not work right atleast .,0
addition feel & amp ; look phone lightweight cheap plastic .,0
"but "" warranty "" problem reoccure . line ... money ... cingular not support .",0
"want Plantronics 510 right , but issue . good",0
great product .,1
Crisp Clear .,1
charge keep go dead 12 minute .,0
"cheap plastic , creak like old wooden floor .",0
"absolutely horrible reception apartment , phone not problem .",0
reception generally good .,1
"excellent sound , battery life inconspicuous boot ! .",1
great bluetooth ! .,1
highly recommend case .,1
WORTHWHILE .,1
great deal .,1
"phone get year old , slowly break despite care .",0
sorry purchase .,0
buy hope Bluetooth headset fit well but thing impossible wear .,0
Treo T - Mobile refuse replace force buy phone kind upgrade discount .,0
horrible ! .,0
think hold securly belt .,0
allow possibility double booking date time .,0
work 2 week break .,0
simple use like .,1
"great tool entertainment , communication , datum management . oh , sure use ActiveSync 4.2 optimal datum synchronization result !",1
use case smell disgusting .,0
not want .,0
2 case order .,1
Great Phone .,1
buy battery coupon Amazon happy purchase .,1
"internet access fine , rare instance work .",0
perfect PS3 .,1
"star Plus , plus .",1
good quality bargain .. buy buy cheapy big Lots sound awful people end hear .,1
$ 50 drain .,0
try talk real loud but shout telephone get old tell great .,0
"good , work fine .",1
price great deal .,1
"great price , !",1
"wind , completely useless .",0
yes shiny - love !,1
not work .,0
"think grtte good deal $ 7.44 , plug phone ( V3c Razr ) .",0
reception headset excellent .,1
2 thumb seller,1
"Verizon LG phone work , good reception range exceed 20 foot line sight .",1
improper description .... return .,0
# 1 work - # 2 comfortable .,1
battery charge - life long .,1
Jabra EarGels fit ear .,1
Battery no life .,0
check no feature disappointing .,0
product exactly describe .,1
get signal Verizon phone will .,1
job .,0
recommend .,1
plan order .,1
"say , phone , camera nice ; cool effect play , video decent .",1
satisfied cell phone day .,1
get well well ( numerous palm ) .,1
Awkward use unreliable .,0
shipping time quick !,1
not good hope .,0
good case ! .,1
work .,0
good product .,1
unfortunately not work .,0
break month use .,0
not buy .,0
"father V265 , battery die .",0
", ear pad come easily only week lose .",0
"call drop , phone come , screen go black bad stop ring intermittently .",0
"horrible , horrible protector .",0
like Nokia .,0
"reach row uncomfortable , send end key not expect be.3 .",0
buy Nokia cell phone week ago nightmare .,0
long describe bad customer service experience Amazon .,0
only disappointing thing no SPEAKERPHONE ! ! ! !,0
terrible .. car not accept cassette .,0
"product useless , not charge current charge 2 cellphone plan use .",0
not say .,0
stay away Q ! .,0
dirty .,0
unreliable service T - mobile !,0
not good price .,0
buy charge .,0
look nice .,1
"excellent tool , especially pair phone auto - answer .",1
read review but problem .,1
product cover important light sensor ear outlet .,0
comfortable hand .,1
not work .,0
poor Reliability .,0
( work ! ),1
"picture , battery drop bar , start beep , let know dieing .",0
"terrible product , waste money !",0
time buy .,0
waste money .,0
far work like charm .,1
"only week , but far , good .",1
"but , case , good , download picture laptop IR , send picture laptop phone .",1
recommend item .,1
choice headset year . great sound ; good volume ; good noise cancellation .,1
"nice case , feel good hand .",1
item receive Counterfeit .,0
"good .. far , probably good bt headset .",1
work fine .,1
receive headset good time happy .,1
pleased replace travle swivel holster Blackberry flip .,1
sister love .,1
Good Quality .,1
far bad purchase Amazon .,0
excellent dual - purpose headset .,1
excellent ! .,1
not work listen music cingular 8125 .,0
"completely secure , hold belt , keep iPhone inside .",1
"bottowm line ... worthless , cheap gimmick Sprint .",0
have trouble volume .,0
only good thing fit comfortably small ear .,1
WARNING - not buy ! ! .,0
"pair iphone , not happy far .",1
"open , battery connection break device turn .",0
"want clip go ear , cause discomfort .",0
good headset ! ! ! .,1
trust website expect helpful support .,0
loud . glad Plantronics 510 maintain flawless connection cell no static normal use .,1
speaker low quality make ring tone sound cheap .,0
"fit comfortably , come size earbud tip .",1
excellent product price .,1
Bad Reception .,0
product high quality chinese CRAP ! ! ! ! ! !,0
comfortable ear .,1
great phone .,1
buy product - fail ! .,0
product wrong .,0
pairing device easy barely take couple minute start make call voice dialing feature .,1
"utterly confusing , cause lose couple , important contact .",0
terrible phone holder .,0
cutout button place perfectly .,1
love able use headset land - line cell .,1
problem ear loop weak material break easily .,0
not nearly good look AMAZON picture make look .,0
"but despite flaw , case exceptional quality worth additional cost own official OEM product .",1
stupid ?,0
"hear drive car , usually loud setting .",1
seller ship quickly cheap competitor .,1
"good , Samsung .",1
buy 10 save alot money .,1
cut make beep beep beep sound say signal fail .,0
figure,0
"phone sound ok ( not great - ok ) , but wife phone totally unintelligible , understand word say .",0
battery phone restart .,0
"manage bend leaf spring place , metal stress break drop .",0
Leopard Print wonderfully wild ! .,1
work .,1
"saggy , floppy piece junk .",0
well hard plastic case .,1
new problem .,0
happy far ! .,1
cool phone .,1
work good .,1
Motorola finally get voice quality bluetooth headset right .,1
loose connection phone couple foot .,0
"but great , recommend",1
make easy bluetooth not wear .,0
say .... PRETTY USELESS !,0
never get ! ! ! ! !,0
pair headphone bad sound - wise .,0
[ ... ] drain weak snap !,0
not charge Cingular ( ATT ) 8525 phone .,0
"extra minute carry not cut . """,1
", year , fliptop start loose wobbly eventually screen go black receive place call .",0
keep catch cable seat pull phone turn .,0
headset fulfill requirement happy purchase .,1
Logitech Bluetooth Headset 10 ! .,1
"like fact rest lightly against ear , inside .",1
lot website rate good phone I.,1
try cable computer iPod work fine .,1
"mic joke , volume low .",0
return .,0
not maintain connection computer lap .,0
easy turn car volume control accessable .,1
year Christmas buy rest family .,1
", easy install use , clear sound .",1
nice leather .,1
purchase different case .,0
joy use .,1
disappointed company .,0
satisifed .,1
charge .,0
phone 2005 .... buy s710a WOW !,1
button small .,0
read spec make WOW .,1
love .. great armband .,1
like product Motorola allot clear ear piece mic .,1
", keypad tinny reach wrong button .",0
exchange sony ericson z500a pretty happy decision .,1
impressed price case .,1
make easy hold .,1
"use product motor control center lot high voltage hum equipment , work great !",1
pretty easy .,1
not call certain place .,0
", girl complain time phone wake like normal phone .",0
beautiful styling .,1
company charge restock fee not give refund .,0
try return refund .,0
plug only find not darn thing work .,0
excellent product .,1
Earbud piece break easily .,0
lousy product .,0
phone try hard but fail ability phone .,0
good charger see market .,1
sweetest phone ! ! !,1
": -)Oh , charger work fine .",1
fit securely ear hook not need sound well direct ear canal .,1
not volume .,0
Echo Problem .... unsatisfactory,0
only 2 video time quality poor .,0
waste money .,0
go negatively review product .,0
Adapter not provide charge current .,0
"hype phone assume good , mistake .",0
not picture case lense cover .,0
phone fall easily .,0
"work , people not hear talk .",0
text message feature tricky use .,0
disappoint charger work .,0
painful ear .,0
last day blow .,0
disappoint .,0
kind flop .,0
screen smudge easily touch ear face .,0
piece junk .. lose call phone .,0
item not match Picture .,0
only thing disappoint infra red port ( irda ) .,0
"not answer call unit , never work !",0
